item_id,question,search_plan,correct_answer,reference_passages
item_100,Who is the left-handed bowler that joined Kent County Cricket Club in 2011?,1. Search for the left-handed bowler who joined Kent County Cricket Club in 2011 | 2. Verify the player’s left-handed bowling status and club joining year to confirm the correct individual’s identity and nationality if needed for the answer context.,Wahab Riaz,"[Kent County Cricket Club in 2011]  The club captain was former England batsman Rob Key who had been club captain since 2006.  Pakistan fast bowler Wahab Riaz joined Kent as their overseas player in June, and another fast bowler, South African Charl Langeveldt, signed as Kent's second overseas player for the Friends Life t20 competition only. | [Wahab Riaz] Wahab Riaz (Punjabi, Urdu: ‎ ; born 28 June 1985) is a Pakistani cricketer.  He is a left-arm fast bowler and a right-hand batsman.  He frequently bowls at speeds of around 90 mph and has reached 96 mph ."
item_101,what was another name for the white mans burden,"1. Identify an alternative name for the ""White Man's Burden""",The United States and the Philippine Islands,"[The White Man's Burden] `` The White Man 's Burden : The United States and the Philippine Islands '' is a 1899 poem by Rudyard Kipling about the Philippine -- American War ( 1899 -- 1902 ) , which invites the U.S. to assume colonial control of that country ."
item_102,The MV Kooringa was built by a company formed by a group of businessmen in what year?,1. Find the shipyard that built the MV Kooringa | 2. Determine the year the shipyard company was formed by a group of businessmen from that shipyard's history or profile page,1875,"[MV Kooringa] MV Kooringa was the world's first fully cellular purpose-built container ship and was built by Australian company, Associated Steamships Pty. Ltd. in partnership with McIlwraith, McEacharn & Co and commissioned in May 1964.  It was built at the New South Wales State Dockyard at Dykes Point, Newcastle as a ""custom-designed cellular container ship to handle 20-ton containers"". | [Adelaide Steamship Company] The Adelaide Steamship Company was formed by a group of South Australian businessmen in 1875.  Their aim was to control the transport of goods between Adelaide and Melbourne and profit from the need for an efficient and comfortable passenger service."
item_103,"The German priest, who wanted Jean Hengen's religious denomination to reform, preached a sermon on Marian devotion a month before his death in what German state?",1. Identify the German priest who preached a sermon on Marian devotion a month before his death and who wanted Jean Hengen's religious denomination to reform | 2. Find the German state where this priest preached the sermon a month before his death in 1945–1946 | 3. Confirm the priest’s identity and the sermon’s location to ensure accuracy of the German state context and the priest’s role in reforming Jean Hengen’s denomination (the Society of Jesus) in that state during the 1940s–1950s context of Vatican II preparation and reform efforts in Germany.,Saxony-Anhalt,"[Jean Hengen] Jean Hengen (23 November 1912 – 29 January 2005) was a Luxembourgian prelate of the Roman Catholic Church. He served as Bishop of Luxembourg from 13 February 1971 until 21 December 1990, whereupon Luxembourg was created an Archbishopric, and thereafter he served as Archbishop of Luxembourg. | [Reformation] Although there had been significant earlier attempts to reform the Catholic Church before Luther -- such as those of Jan Hus, Peter Waldo, and John Wycliffe -- Martin Luther is widely acknowledged to have started the Reformation with the Ninety - five Theses. Luther began by criticising the sale of indulgences, insisting that the Pope had no authority over purgatory and that the Catholic doctrine of the merits of the saints had no foundation in the Bible. | [Mary, mother of Jesus] He considered the Roman Catholic practice of celebrating saints' days and making intercessory requests addressed especially to Mary and other departed saints to be idolatry. His final thoughts on Marian devotion and veneration are preserved in a sermon preached at Wittenberg only a month before his death: | [Wittenberg (district)] Wittenberg is a district () in the east of Saxony-Anhalt, Germany. Neighboring districts are (from west clockwise) Anhalt-Bitterfeld, the district-free city of Dessau-Roßlau, the districts of Potsdam-Mittelmark, Teltow-Fläming and Elbe-Elster in Brandenburg, and the district of Nordsachsen in the Free State of Saxony."
item_104,What is the manufacturer of the Kentucky Tavern headquarters location saints symbol called?,1. Locate the headquarters location of the Kentucky Tavern and identify the symbol associated with it (the saints symbol) | 2. Find the manufacturer of that symbol (the saints symbol) to determine its manufacturer name and country of origin or manufacturer location details associated with it.,fleur - de-lis,"[Kentucky Tavern] Kentucky Tavern is a brand of straight bourbon whiskey produced by the Sazerac Company at the Barton Distillery located in Bardstown, Kentucky, who acquired the brand from United Distillers in 1995. The brand was originally produced and owned by the R. | [Sazerac] The Sazerac is a local New Orleans variation of a cognac or whiskey cocktail, named for the ""Sazerac de Forge et Fils"" brand of cognac brandy that served as its original main ingredient. The drink is most traditionally a combination of | [Fleur-de-lis] The fleur - de-lis is used by a number of sports teams, especially when it echoes a local flag. This is true with the former Quebec Nordiques National Hockey League team and the former Montreal Expos Major League Baseball team, the Serie A team Fiorentina, the Bundesliga side SV Darmstadt 98 (also known as Die Lilien -- The Lilies), the Major League Soccer team the Montreal Impact, the sports teams of New Orleans, Louisiana in the NFL, NBA and the Pacific Coast League, the Rugby League team Wakefield Trinity Wildcats and the NPSL team Detroit City FC."
item_105,in which hemisphere is the 30degree line of latitude located,1. Determine the hemisphere in which the 30-degree line of latitude is located,Northern Hemisphere,"[30th parallel north] It is the approximate southern border of the horse latitudes in the Northern Hemisphere , meaning that much of the land area touching the 30th parallel is arid or semi-arid . If there is a source of wind from a body of water the area would more likely be subtropical ."
item_106,Who won the French Open first Adriano Panatta or Kristie Boogert?,1. Find the years Adriano Panatta won the French Open | 2. Find the years Kristie Boogert won the French Open | 3. Determine which of the two won the French Open first by comparing their earliest titles and the years they were won,Adriano Panatta,"[Adriano Panatta] Adriano Panatta (born 9 July 1950) is a former professional tennis player from Italy.  He is best remembered for winning the French Open in 1976, and for being the only player to ever defeat Björn Borg at Roland Garros, which he did on two occasions. | [Kristie Boogert] She has not won any singles titles, but did win three titles in doubles.  At the 1994 French Open championships she won the mixed doubles title with countryman Menno Oosting."
item_107,Which English football team play their home games at Vicarage Road?,1. Determine which English football team plays their home games at Vicarage Road,"Watford Colosseum, Watford, England, Watford, United Kingdom, Watford, Hertfordshire, Watford, Borough of Watford, WATFORD, Municipal Borough of Watford, Watford Official Website",
item_108,"Which film has the director who was born first, Reaching For The Sun or Trifling Women?",1. Identify the directors of the films 'Reaching For The Sun' and 'Trifling Women' | 2. Find the birth dates of those directors | 3. Determine which director was born first | 4. Identify the film associated with that director to determine which film has the director who was born first,Trifling Women,
item_109,where are the dopamine receptors located in the brain,1. Locate the regions of the brain where dopamine receptors are found,reward pathway,"[Dopamine receptor] Dopamine is the primary neurotransmitter involved in the reward pathway in the brain . Thus , drugs that increase dopamine signaling may produce euphoric effects ."
item_110,"Which film has the director who was born later, Je Suis Né D'Une Cigogne or The Legend Of Bagger Vance?",1. Identify the directors of the films 'Je Suis Né D'Une Cigogne' and 'The Legend of Bagger Vance' | 2. Determine the birth dates of those directors | 3. Compare the birth dates to find which director was born later | 4. Identify the film associated with the later-born director to determine which film has the director who was born later,"Je suis né d'une cigogne, Je Suis Né D'Une Cigogne",
item_111,Who was the composer of Gimmie Dat?,"1. Identify the composer of the song ""Gimmie Dat""",Soundz,
item_112,"Which film has the director died first, Where The West Begins (1919 Film) or A Lady'S Morals?",1. Find the director of the 1919 film 'Where the West Begins' | 2. Find the director of the film 'A Lady's Morals' | 3. Look up the death dates of both directors to determine which one died first,"A Lady'S Morals, Lady's Morals, A Lady's Morals",
item_113,What UMTS-based mobile phone networks and Broadband internet Providers does Vidiator produce?,"1. Search for information on Vidiator’s product offerings, specifically mentioning UMTS-based mobile phone networks and broadband internet providers it produces | 2. From the identified providers, determine which are UMTS-based mobile phone networks and which are broadband internet providers | 3. List the UMTS-based mobile phone networks and broadband internet providers produced by Vidiator from the identified list of providers and services offered by Vidiator to the market in the UK and Ireland.",the Hutchison 3,"[Vidiator] Vidiator was a fully owned subsidiary of Hutchison Whampoa, founded by Connie Wong in 2002 to provide 3G video products to the Hutchison 3 group.  The company's last president and CEO was Tae Sung Park who joined in 2009. | [Hutchison 3G] Three is a brand name under which several UMTS-based mobile phone networks and Broadband Internet Providers operate in Australia, Austria, Denmark, Hong Kong, Macau, Indonesia, Ireland, Italy, Sweden, and the United Kingdom.  The company was founded in 2002."
item_114,Where was the place of death of Morris Engel's wife?,1. Identify Morris Engel’s wife and her full name | 2. Find the place of death of that person from a reliable biographical source or obituary for her,"the five boroughs, City of New York, New York, NY City, New York City, NYC, Big Apple, New York, New York",
item_115,What do Acorn Archimedes and Sharp MZ have in common?,"1. Find what Acorn Archimedes is (a computer system) | 2. Find what Sharp MZ is (a computer system) | 3. Determine the common category or type shared by both systems (e.g., both are computer systems)",computers,"[Acorn Archimedes] The Acorn Archimedes is a family of personal computers designed by Acorn Computers Ltd in Cambridge, England and sold in the late-1980s to mid-1990s, their first general purpose home computer based on their own ARM architecture (then the CPU and architecture was known as Acorn RISC Machine, or ARM, that later became one of the most widely used CPU architectures in the world, e.g. used in most smartphones).  The first Archimedes was launched in 1987. | [Sharp MZ] The Sharp MZ is a series of personal computers sold in Japan and Europe (particularly Germany and Great Britain) by Sharp beginning in 1978."
item_116,"Which television network aired this TV series, that received critical and popular acclaim, frequently being listed as one of the greatest TV shows of all time, in which Ashley Gable starred?","1. Identify the TV series that Ashley Gable starred in and received critical and popular acclaim, frequently listed as one of the greatest TV shows of all time | 2. Find the television network that aired that TV series during its run (1999–2005)",WB Television Network,"[Ashley Gable] Ashley Gable is an American screenwriter and producer who has worked on a variety of well-known television series including ""Buffy the Vampire Slayer"" and ""Person of Interest"".  She was an executive producer on the CBS crime drama ""The Mentalist"" for its first four seasons. | [Buffy the Vampire Slayer] The series received critical and popular acclaim, frequently being listed as one of the greatest TV shows of all time, and usually reached between four and six million viewers on original airings.  Although such ratings are lower than successful shows on the ""big four"" networks (ABC, CBS, NBC, and Fox), they were a success for the relatively new and smaller WB Television Network."
item_117,"Known as The Mother of Presidents or The Heart of It All, what state was the 17th state to join the union on March 1, 1803?","1. Determine the state known as The Mother of Presidents or The Heart of It All that became the 17th state on March 1, 1803","State of Ohio, Oiho, Heart of it all, Buckeye (nickname), Seventeenth State, OH (state), The Buckeye State, Transportation in Ohio, 17th State, Ohoi, Transport in Ohio, Climate of Ohio, Ohioian, Mother of Modern Presidents, Buckeye State, Ohio (U.S. state), Ohaio, Ohioan, Ohio (state), Religion in Ohio, US-OH, Ohio, Ohio (U.S. State), State of ohio, Ohio, United States, Ohio, USA, Demographics of Ohio, Ohio (State), The Heart Of It All, Education in Ohio, Geography of Ohio",
item_118,"On a standard dartboard, which number lies between 12 and 20?",1. Determine which number on a standard dartboard is positioned between 12 and 20.,"five, 5",
item_119,how is Hymenocallis and Sinojackia connected?,"1. Search for information on Hymenocallis to determine its classification and related genera | 2. Search for information on Sinojackia to determine its classification and related genera | 3. Identify the shared genus between Hymenocallis and Sinojackia to establish their connection (e.g., both are in the genus Hymenocallis)",plants,"[Hymenocallis] Hymenocallis (US) or (UK) is a genus of American plants in the amaryllis family. | [Sinojackia] Sinojackia is a genus of five to eight species of flowering plants in the family Styracaceae, all endemic to China."
item_120,Who wrote the book that the game Lego Harry Potter: Years 1-4 is based off of?,"1. Identify the book that the game 'Lego Harry Potter: Years 1–4' is based on | 2. Find the author of that book from a reliable source (e.g., the book’s page or a trusted encyclopedia)",J. K. Rowling,"[Lego Harry Potter: Years 1–4] Lego Harry Potter: Years 1–4 is a Lego-themed action-adventure video game developed by Traveller's Tales and published by Warner Bros.  The game is based on the Lego Harry Potter line and its storyline covers the first four films in the ""Harry Potter"" series: ""Harry Potter and the Sorcerer's Stone"", ""Harry Potter and the Chamber of Secrets"", ""Harry Potter and the Prisoner of Azkaban"", and ""Harry Potter and the Goblet of Fire"".  The game is available on the Wii, Xbox 360, PlayStation 3, Nintendo DS, PlayStation Portable, Microsoft Windows, OS X, iOS and Android. | [Harry Potter and the Goblet of Fire (film)]  Pictures.  It is based on the novel of the same name by J. K. Rowling.  The film, which is the fourth instalment in the ""Harry Potter"" film series, was written by Steve Kloves and produced by David Heyman."
item_121,What genre is The Perfect Man?,"1. Determine the genre of the movie ""The Perfect Man""","romantic comedy, romedy, romcom",
item_122,Which country Abbhantripaja's father is from?,1. Identify Abbhantripaja’s father from a reliable biographical source | 2. Find the country of origin/nationality of Abbhantripaja’s father from a reliable biographical source of the father’s life and background information.,"THA, Kingdom of Thailand, Yothathep, Siam, Thailand, 🇹🇭, th, Land of Smiles",
item_123,Who is the maternal grandfather of Hedda Von Fersen?,1. Find Hedda Von Fersen’s maternal grandfather by identifying her mother and then her mother’s father | 2. Retrieve the name of Hedda Von Fersen’s mother | 3. Retrieve the name of Hedda Von Fersen’s maternal grandfather from a reliable biographical source on Hedda Von Fersen or her mother’s biography,Magnus Julius De la Gardie,
item_124,who plays elizabeth's dad in when calls the heart,"1. Find the actor who portrays Elizabeth's dad in ""When Calls the Heart""",Erin Krakow,[When Calls the Heart] Erin Krakow as Elizabeth Thatcher Thornton
item_125,"Which magazine has wider scope of focus, In Touch Weekly or Moment?",1. Determine the scope of focus of In Touch Weekly as described in its publication profile | 2. Determine the scope of focus of Moment as described in its publication profile | 3. Compare the two scopes to identify which magazine has a wider focus of coverage or subject matter breadth,In Touch Weekly,"[In Touch Weekly] In Touch Weekly is an American celebrity gossip magazine.  The magazine is focused on celebrity news, fashion, beauty, relationships and lifestyle, and is geared towards a younger readership, billing itself as ""fast and fun"", along with making claims about their lower cover price on their front cover to encourage buyers to purchase their magazine rather than the other titles on a supermarket checkout rack. | [Moment (magazine)] Moment is an independent magazine for a Jewish-American audience and is not tied to any movement or ideology.  The award-winning publication features investigative stories, cultural criticism and highlights the thoughts and opinions of diverse groups of scholars, writers and policymakers.  ""Moment"" was founded in 1975, by Nobel Prize laureate Elie Wiesel and Jewish activist Leonard Fein, who served as the magazine's first editor from 1975 to 1987."
item_126,who has the tallest man in the world,1. Determine who holds the record for the tallest man in the world,Turkey,"[List of tallest people] His death certificate described him as being 8 ft 3 in ( 2.51 m ) tall and still growing . 1881 -- 1904 ( 23 ) Turkey 251 cm 8 ft 2.8 in Sultan Kösen The tallest living person since September 17 , 2009 , as determined by Guinness World Records . He has 36.5 - cm - long ( 1 ft 2 in ) feet -- the second - largest feet on a living person and 27.5 cm ( 11.2 in ) hands -- the longest on a living person ."
item_127,who plays as charlie in charlie's angels,1. Find the actor who portrays Charlie in Charlie's Angels,John Forsythe,[Charlie's Angels (film)] John Forsythe as Charles `` Charlie '' Townsend ( Voice )
item_128,"Which building was existed first, 53W53 or 56 Leonard Street?","1. Find the construction/completion year of 53W53 | 2. Find the construction/completion year of 56 Leonard Street | 3. Compare the two years to determine which building existed first (i.e., was completed earlier)",56 Leonard Street,"[53W53] 53W53, also known as the MoMA Expansion Tower and 53 West 53rd Street, and formerly known as Tower Verre is a supertall skyscraper currently under construction by the real estate companies Hines, Pontiac Land Group and Goldman Sachs, located in Midtown Manhattan, New York City adjacent to The Museum of Modern Art.  The building had been in development since 2006, and construction began in late 2014. | [56 Leonard Street] 56 Leonard Street is an 821 ft tall, 57-story skyscraper on Leonard Street in Tribeca, New York City, United States.  Herzog & de Meuron describes the building as ""houses stacked in the sky."""
item_129,"Who is the president of the newly declared independent country, that established the Timor Leste Commission of Truth and Friendship, with the country containing the airport that includes Lion Air?",1. Identify the newly declared independent country that established the Timor Leste Commission of Truth and Friendship | 2. Find the president of that country | 3. Confirm that the country contains an airport served by Lion Air to ensure correct identification of the country and its president,Francisco Guterres,"[Lion Air] BULLET::::- On 4 March 2006, Lion Air Flight 8987, a McDonnell Douglas MD-82, crashed after landing at Juanda International Airport. Reverse thrust was used during landing, although the left thrust reverser was stated to be out of service. | [Cathay Pacific Flight 780] Cathay Pacific Flight 780 was a flight from Surabaya Juanda International Airport in Indonesia to Hong Kong International Airport on 13 April 2010. There were 309 passengers and a crew of 13 on board. | [Indonesia–Timor Leste Commission of Truth and Friendship] The Indonesia–Timor Leste Commission on Truth and Friendship was a truth commission established jointly by the governments of Indonesia and East Timor in August 2005. The commission was officially created to investigate acts of violence that occurred around the independence referendum held in East Timor in 1999 and sought to find the ""conclusive truth"" behind the events. | [East Timor] Democratic Republic of Timor - Leste Repúblika Demokrátika Timór Lorosa'e (Tetum) República Democrática de Timor - Leste (Portuguese) Flag Coat of arms Motto: Unidade, Acção, Progresso (Portuguese) Unidade, Asaun, Progresu (Tetum) (English: ``Unity, Action, Progress '') Anthem: Pátria (Portuguese) (English:`` Fatherland'') Capital and largest city Dili 8 ° 20 ′ S 125 ° 20 ′ E ﻿ / ﻿ 8.34 ° S 125.34 ° E ﻿ / - 8.34; 125.34 Coordinates: 8 ° 20 ′ S 125 ° 20 ′ E ﻿ / ﻿ 8.34 ° S 125.34 ° E ﻿ / - 8.34; 125.34 Official languages Tetum Portuguese National languages 15 languages (show) Atauru Baikeno Bekais Bunak Fataluku Galoli Habun Idalaka Kawaimina Kemak Makalero Makasae Makuva Mambai Tokodede Religion (2010) 96.9% Roman Catholic 3.1% other religions Demonym East Timorese Timorese Maubere (informal) Government Unitary semi-presidential constitutional republic President Francisco Guterres Prime Minister Mari Alkatiri Legislature National Parliament Formation Portuguese Timor 16th century Independence declared 28 November 1975 Annexation by Indonesia 17 July 1976 Administered by UNTAET 25 October 1999 Independence restored 20 May 2002 Area Total 15,410 km (5,950 sq mi) (154th) Water (%) negligible Population 2015 census 1,167,242 Density 78 / km (202.0 / sq mi) GDP (PPP) 2017 estimate Total $4.567 billion Per capita $5,479 (148th) GDP (nominal) 2014 estimate Total $2.498 billion Per capita $3,330 HDI (2015) 0.605 medium 133rd Currency United States Dollar (USD) Time zone (UTC + 9) Drives on the left Calling code + 670 ISO 3166 code TL Internet TLD. tl Website timor-leste.gov.tl Fifteen further ``national languages ''are recognised by the Constitution."
item_130,iss pyaar ko kya naam du 2 actress name,"1. Find the two actresses who played the lead roles in the movie ""ISS Pyaar Ko Kya Naam Du""",Shrenu Parikh,"[Shrenu Parikh] Shrenu Parikh is an Indian television actress , and is best known for character of Aastha Shlok Agnihotri in `` Iss Pyaar Ko Kya Naam Doon ? ..."
item_131,What were the Genesis's advantages over the platform of Xexys?,"1. Search for information on the Genesis console’s advantages over the Xexys platform, focusing on technical specifications and performance metrics | 2. Extract the specific advantages mentioned in reliable sources comparing the two platforms, such as faster CPU speed and better graphics capabilities of the Genesis over the Xexys (X68000) platform",built on 16-bit architectures and offered improved graphics and sound,"[Xexyz] Xexyz (pronounced zeks'-zees/zeks'-iz), known in Japan as , is a 1988 video game published by Hudson Soft for the Nintendo Entertainment System. The game was released in Japan on August 26, 1988, and saw a North American release sometime in April, 1990. | [Nintendo Entertainment System] The Nintendo Entertainment System (also abbreviated as NES) is an 8-bit home video game console that was developed and manufactured by Nintendo. It was initially released in Japan as the Family Computer (Japanese: ファミリーコンピュータ, Hepburn: Famirī Konpyūta?) (also known by the portmanteau abbreviation Famicom (ファミコン, Famikon?) and abbreviated as FC) on July 15, 1983, and was later released in North America during 1985, in Europe during 1986, and Australia in 1987. | [Super Nintendo Entertainment System] The two platforms were later launched in North America in 1989 as the TurboGrafx-16 and the Genesis respectively. Both systems were built on 16-bit architectures and offered improved graphics and sound over the 8-bit NES. However, it took several years for Sega's system to become successful."
item_132,who does the director of homeland security report to,1. Determine who the Director of Homeland Security reports to,President of the United States,"[United States Secretary of Homeland Security] United States Secretary of Homeland Security Seal of the Department of Homeland Security Flag of the Secretary of Homeland Security Incumbent Kirstjen Nielsen since December 6 , 2017 United States Department of Homeland Security Style Madam Secretary Member of Cabinet Homeland Security Council Reports to President of the United States Seat Washington , D.C. Appointer The President with Senate advice and consent Term length No fixed term Constituting instrument 6 U.S.C."
item_133,Who is the paternal grandfather of Bruno Ii Von Berg?,1. Find Bruno II von Berg’s family tree to identify his paternal grandfather | 2. Retrieve the name of Bruno II von Berg’s paternal grandfather from a reliable biographical source on Bruno II von Berg,Adolf II of Berg,
item_134,Who was the producer of Marc?,"1. Determine the producer of the product named ""Marc""",Muriel Young,
item_135,"The four radioactive series titled Thorium, Neptunium, Radium/Uranium and Actinium all decay eventually to stable isotopes of what element?","1. Determine the stable element that is the end product of decay for all four radioactive series: Thorium, Neptunium, Radium/Uranium, and Actinium.","Atomic number 82, Lead ore, Lead(metal), LEad, Lead, Element 82, Plumbous, Plumbum, Lead (element), Pb2+, Ledd, Plumbic, Leaded, Lead (metal), Lead's main use",
item_136,How long are city council terms in the city located in the county that also contains Allen?,1. Identify the city that is located in the county that also contains Allen | 2. Find the length of city council terms in that city from a reliable source on local government structure and elections for that city and county jurisdiction.,four-year,"[Allen, Arizona] Allen, also known as Allen City is a ghost town in Pima County in southern Arizona. It was founded fifty miles southeast of Ajo, c. | [Pima County Natural Resources, Parks and Recreation] Pima County Natural Resources, Parks and Recreation is the agency within Pima County, Arizona that manages the natural resources, parks, and recreation offerings within Pima County including Tucson, AZ. | [Tucson, Arizona] Both the council members and the mayor serve four-year terms; none face term limits. Council members are nominated by their wards via a ward-level primary held in September."
item_137,Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country that Tony Gunawan is from?,1. Identify the country Tony Gunawan is from | 2. Find the newly declared independent country that is part of the Commission of Truth and Friendship with that country | 3. Determine the president of that newly declared independent country from a reliable source on its government and leadership at the time of the commission's formation or the country's declaration of independence in 2003–2004,Francisco Guterres,"[Tony Gunawan] Tony Gunawan (; born 9 April 1975) is a Chinese descended, Indonesian-born badminton player and coach who excelled internationally for Indonesia and later for the United States. | [Indonesia–Timor Leste Commission of Truth and Friendship] The Indonesia–Timor Leste Commission on Truth and Friendship was a truth commission established jointly by the governments of Indonesia and East Timor in August 2005. The commission was officially created to investigate acts of violence that occurred around the independence referendum held in East Timor in 1999 and sought to find the ""conclusive truth"" behind the events. | [East Timor] Democratic Republic of Timor - Leste Repúblika Demokrátika Timór Lorosa'e (Tetum) República Democrática de Timor - Leste (Portuguese) Flag Coat of arms Motto: Unidade, Acção, Progresso (Portuguese) Unidade, Asaun, Progresu (Tetum) (English: ``Unity, Action, Progress '') Anthem: Pátria (Portuguese) (English:`` Fatherland'') Capital and largest city Dili 8 ° 20 ′ S 125 ° 20 ′ E ﻿ / ﻿ 8.34 ° S 125.34 ° E ﻿ / - 8.34; 125.34 Coordinates: 8 ° 20 ′ S 125 ° 20 ′ E ﻿ / ﻿ 8.34 ° S 125.34 ° E ﻿ / - 8.34; 125.34 Official languages Tetum Portuguese National languages 15 languages (show) Atauru Baikeno Bekais Bunak Fataluku Galoli Habun Idalaka Kawaimina Kemak Makalero Makasae Makuva Mambai Tokodede Religion (2010) 96.9% Roman Catholic 3.1% other religions Demonym East Timorese Timorese Maubere (informal) Government Unitary semi-presidential constitutional republic President Francisco Guterres Prime Minister Mari Alkatiri Legislature National Parliament Formation Portuguese Timor 16th century Independence declared 28 November 1975 Annexation by Indonesia 17 July 1976 Administered by UNTAET 25 October 1999 Independence restored 20 May 2002 Area Total 15,410 km (5,950 sq mi) (154th) Water (%) negligible Population 2015 census 1,167,242 Density 78 / km (202.0 / sq mi) GDP (PPP) 2017 estimate Total $4.567 billion Per capita $5,479 (148th) GDP (nominal) 2014 estimate Total $2.498 billion Per capita $3,330 HDI (2015) 0.605 medium 133rd Currency United States Dollar (USD) Time zone (UTC + 9) Drives on the left Calling code + 670 ISO 3166 code TL Internet TLD. tl Website timor-leste.gov.tl Fifteen further ``national languages ''are recognised by the Constitution."
item_138,In which season of coaching was the longer serving of the two coaches of the 2016 Auburn Tigers football team and 2016 Oklahoma Sooners football team ?  ,"1. Identify the two coaches of the 2016 Auburn Tigers football team and the 2016 Oklahoma Sooners football team | 2. Determine which of the two coaches is the longer-serving one | 3. Find the season of coaching for that longer-serving coach to determine the season referenced in the question context (e.g., the season of coaching for the 2016 Auburn Tigers)",18th season,"[2016 Auburn Tigers football team]  The Tigers played their home games at Jordan–Hare Stadium in Auburn, Alabama and competed in the Western Division of the Southeastern Conference (SEC).  They were led by fourth-year head coach Gus Malzahn.  They finished the season 8–5, 5–3 in SEC play to finish in a tie for second place in the Western Division. | [2016 Oklahoma Sooners football team] The 2016 Oklahoma Sooners football team represented the University of Oklahoma in the 2016 NCAA Division I FBS football season, the 122nd season of Sooner football.  The team was led by two-time Walter Camp Coach of the Year Award winner, Bob Stoops, in his 18th season as head coach.  They played their home games at Gaylord Family Oklahoma Memorial Stadium in Norman, Oklahoma."
item_139,"Whose comedy film, that Adam Shankman's 2007 remake is based off of, was it?",1. Search for information on Adam Shankman’s 2007 film 'Big Nothing' to determine which comedy film it is a remake of | 2. Identify the original comedy film’s creator or author to determine whose work it is based on and thus whose comedy film it is a remake of.,John Waters,"[Adam Shankman]  He was a judge on seasons 3-10 of the television program ""So You Think You Can Dance"" He began his professional career in musical theater, and was a dancer in music videos for Paula Abdul and Janet Jackson.  Shankman has choreographed dozens of films and has also directed several feature-length box office hits, including ""A Walk to Remember"", ""Bringing Down the House"", ""The Pacifier"" and the 2007 remake of ""Hairspray"". | [Hairspray (2007 film)] Hairspray is a 2007 musical romantic comedy film based on the 2002 Broadway musical of the same name, which in turn was based on John Waters's 1988 comedy film of the same name.  The film is a British-American venture produced by Ingenious Media and Zadan/Meron Productions."
item_140,"The American pop singer, who is best known for her work in the late 1970s with Neil Young, has worked with which record producer?",1. Identify the American pop singer best known for her work in the late 1970s with Neil Young | 2. Find the record producers she has worked with from a reliable biography or discography source | 3. Determine which of those producers is the correct one associated with that singer’s work with Neil Young in the late 1970s and provide the producer’s name as the answer,Val Garay,"[Val Garay] Val Garay (born May 9, 1942 in San Francisco, California) is a record producer and engineer who has worked with Kim Carnes, The Motels, Mr. Big, Bonnie Raitt, Eric Burdon, Dolly Parton, Pablo Cruise, James Taylor, Queensrÿche, Neil Diamond, Dramarama, EZO, Ringo Starr, Linda Ronstadt, Sarah Brightman, Nicolette Larson, Kenny Rogers, Santana, Reel Big Fish, Joan Armatrading, Katrina, plus many others. | [Nicolette Larson] Nicolette Larson (July 17, 1952 – December 16, 1997) was an American pop singer.  She is perhaps best known for her work in the late 1970s with Neil Young and her 1978 hit single of Neil Young's ""Lotta Love"" which hit No. 1 on the Hot Adult Contemporary Tracks chart and No. 8 on the Pop Singles chart.  It was followed by four more adult contemporary hits, two of which were also minor pop hits."
item_141,how many kentucky players have won an nba championship,1. Determine the number of Kentucky players who have won an NBA championship,13,[Kentucky Wildcats men's basketball] 13 players winning NBA Championships a total of 20 times 12 players named NBA All - Star a total of 23 times 12 Olympic Gold Medal winners 10 Naismith Hall - of - Fame members 5 players named National Player - of - the - Year 2 players named National Freshman - of - the - Year 6 head coaches named National Coach - of - the Year a total of 14 times 7 head coaches named SEC Coach - of - the - Year a total of 22 times 138 players named All - Conference a total of 231 times 82 players named to the All - Conference Tournament Team a total of 118 times 12 players named Conference Player - of - the - Year a total of 14 times 7 players named Conference Freshman - of - the - Year 31 players named to the All - Conference Freshman Team 15 players named Conference Tournament MVP a total of 16 times 18 players named All - NCAA Final Four a total of 21 times 51 players named All - NCAA Regional a total of 65 times 5 players named NCAA Final Four Most Outstanding Player a total of 6 times 12 players named NCAA Regional Most Outstanding Player a total of 13 times 74 players who played in the NBA at least one season 60 1000 - point scorers 52 players named McDonald 's All - American 6 times being ranked No. 1 in the season opening AP Poll 6 times being ranked No.
item_142,What did Nathanael West do that Jacques Prévert did not?,"1. List the occupations of Nathanael West from a reliable biographical source | 2. List the occupations of Jacques Prévert from a reliable biographical source | 3. Identify the occupation that Nathanael West had that Jacques Prévert did not, based on the two lists of occupations provided in the sources for each person.","American author, screenwriter and satirist","[Nathanael West] Nathanael West (born Nathan Weinstein; October 17, 1903 – December 22, 1940) was an American author, screenwriter and satirist. | [Jacques Prévert] Jacques Prévert (] ; 4 February 190011 April 1977) was a French poet and screenwriter.  His poems became and remain popular in the French-speaking world, particularly in schools."
item_143,According to figures released by the ONS what was the most popular name for baby boys in 2012?,1. Retrieve the most popular baby boy name in 2012 as reported by the ONS.,"Harry (disambiguation), HARRY, Harry",
